date,interval_1,crypto_1,crypto_15,crypto_60,crypto_240,gold_15,gold_60,gold_240,vix_15,vix_60,vix_240,sap_15,sap_60,sap_240,trend_15,trend_60,trend_240,interval_15,interval_60,interval_240
2022-05-02 16:23:00,-75.0,228.001953125,33.43129314458929,-38.94550800128491,-5.7417810162951355,-0.5208984568942014,0.2800752958432895,0.005990888727410493,-0.2347057948118021,0.05692712432985303,-0.03739325878483157,1.562469844446241,-3.663146828918798,0.3554752647814894,-0.2091523292908164,0.23322846827505828,-0.12580825425384035,0.002450850129307014,0.0014502824025584005,-8.14528061710007e-06
2022-05-02 18:44:00,124.0,-737.75,-527.6553535685234,-298.8931120257257,-49.47626005617349,-5.6257143228560835,-2.4818657900400467,-0.013657790720344565,1.5368494567002529,0.0549179888412894,-0.4366831874791899,-44.05816860898494,-11.861212409589825,5.125737841642149,1.7557076029423087,-0.45343398630723186,-1.5918984319009866,0.005734947765212439,0.002925302989233103,3.2532487850289726e-05
2022-05-02 20:01:00,-64.0,494.748046875,293.6879244920201,67.75864221208758,-20.27010947218514,-0.4981920787627132,-0.8686167249184109,-0.08232881712569906,-3.510782167395277,-1.5121672364236076,-0.3018856630124702,72.92424574024017,31.499890544628215,4.322816456779037,-5.365186379334816,-2.8762815076460555,-1.2191777918614974,0.008305401863559325,0.004625070855112767,7.290527378245315e-06
2022-05-02 21:03:00,-15.0,-279.7490234375,-109.60687494183367,82.28788418734621,-10.657576633479039,0.7225086328553516,0.24201918841458792,-0.11399439593719762,-0.12804342820503223,-0.7547742310061238,-0.24813832052021922,3.939029228079562,16.022198208015652,3.8978504328733834,1.3447596474294272,-1.3638681185861117,-1.063405884513429,0.010586178474326857,0.0058307086208557735,-6.777446262162812e-05
2022-05-02 22:16:00,11.0,524.7470703125,296.2000117307907,95.17786953924224,-6.968016870880092,0.6914597517525181,0.4556721828648733,-0.19622289166613882,0.00010819340617018725,-0.17097331228784896,-0.2726805792278171,0.0,3.7916380970636965,4.568184457268217,-2.3190433182958827,-3.06165126203868,-1.2083954890219246,0.015198023519090498,0.007361272867882462,3.94981961449048e-06
2022-05-02 22:57:00,-32.0,-251.498046875,-55.520984360948205,10.095233249856392,-2.05382892813941,-0.2741338406226532,0.17610722289737168,-0.14419580249978026,0.0,-0.007057838903499203,-0.1360574194028743,0.0,0.18003675600175484,2.369024087951402,-6.650354169645823,-2.5924228756294383,-0.598817209435822,0.01927611339228008,0.00884900600528482,1.815304581498367e-05
2022-05-02 23:23:00,-15.0,156.0,20.278524685789307,-15.165232810657471,-0.8587776261920226,-0.560538383448602,0.13041524863842824,-0.10583774640781485,0.0,-0.0005340053755986673,-0.07840395907484776,0.0,0.016738659042857762,1.3858673666954928,-1.915498651167347,-1.338624536106778,-0.3336373538844839,0.023624687366798014,0.010287740906271381,2.089912926805937e-05
2022-05-03 01:12:00,83.0,-366.2490234375,-226.72526157129323,-106.96527904397954,-1.9071812976180809,1.50268277873829,-0.2846222588668752,-0.5790680959903511,0.0,-3.389814717280615e-05,-0.2579316663885365,0.0,0.002723801952015492,4.592769895643869,3.627593140821922,-1.2816472956210276,-0.8833664035020661,0.02830744869309143,0.011760681028796682,2.0479934661921106e-05
2022-05-03 02:05:00,-56.0,199.7509765625,88.53586619995622,-8.909404178222758,-0.7247552096232539,-3.686533028168924,-0.6906635562802421,-0.358772395313963,0.0,0.0,-0.087298250537998,0.0,0.0,1.5053244658320182,-5.186254481434624,0.31816817984794454,-0.09038616705966263,0.033220357079599694,0.013187403458147173,1.634691963658952e-05
2022-05-03 02:41:00,-17.0,-241.0009765625,-79.31212988819607,6.423848515609279,-0.5749811766945641,1.674725450109463,-0.11352551317622783,-0.26560063320789595,0.0,0.0,-0.047920671041666196,0.0,0.0,0.7840690875373184,4.813317833095972,0.687214926471782,0.06308503324535764,0.03829907962109047,0.014619326932830745,1.661492478888249e-05
2022-05-03 03:28:00,11.0,256.5,102.68979197767476,11.699524530631606,-0.9102766683572554,1.3642988729232002,-0.06338395155512444,-0.35985432501001924,0.0,-2.443755577274942e-05,-0.051879893985017134,0.0,0.0,0.7863858725504542,0.36665417482336693,1.431086382119858,0.21756034363939136,0.04328971013710259,0.016234541738079145,1.8357385187073305e-05
2022-05-03 04:26:00,11.0,-120.0009765625,-39.14043852243776,6.7199117914860835,-1.562044585502008,-1.1234719603514804,-0.957788087939889,-0.43234400122150873,0.0,-0.001203459088408465,-0.052477656510092174,0.0,0.0,0.6946409466436307,1.3943470482346498,2.0288746133391413,0.439459402181015,0.04868440590063727,0.017680317190944095,5.6822953240498464e-05
2022-05-03 04:56:00,-28.0,75.0,-2.724433027091436,0.9452984417002881,-1.1235940701517393,-2.914776083633569,-0.7945931840322373,-0.20184134976670975,0.0,-0.003974717035539754,-0.024216218235068254,0.0,0.0,0.280913719817363,2.0259574287526476,1.086028346230549,0.2818236174693425,0.05199217682859825,0.018835559972828264,-1.855115566229415e-05
2022-05-03 05:08:00,-18.0,-139.7490234375,-11.634435732710699,0.6731142100252328,-0.5361246278189356,-0.6475897162670208,-0.31738313178493627,-0.07387109600358599,0.0,-0.0034735614583425445,-0.009398756428126376,0.0,0.0,0.10299413154643844,0.9962874950224432,0.42387108309884525,0.12019522112130687,0.05536080929135778,0.020643982835039765,-1.854987559113397e-05
