date,count
2022-05-02 13:30:00,4136.244995117175
2022-05-02 13:31:00,4137.5224609374745
2022-05-02 13:32:00,4136.14990234375
2022-05-02 13:33:00,4133.14990234375
2022-05-02 13:34:00,4125.1875
2022-05-02 13:35:00,4119.642578125
2022-05-02 13:36:00,4113.77001953125
2022-05-02 13:37:00,4110.660034179675
2022-05-02 13:38:00,4108.5624999999745
2022-05-02 13:39:00,4113.132446289075
2022-05-02 13:40:00,4110.46240234375
2022-05-02 13:41:00,4111.4750976563
2022-05-02 13:42:00,4124.2700195312755
2022-05-02 13:43:00,4135.054931640625
2022-05-02 13:44:00,4136.3449707031505
2022-05-02 13:45:00,4127.0625000000255
2022-05-02 13:46:00,4125.979858398475
2022-05-02 13:47:00,4128.5275878906505
2022-05-02 13:48:00,4132.855102539075
2022-05-02 13:49:00,4130.64990234375
2022-05-02 13:50:00,4124.93493652345
2022-05-02 13:51:00,4126.767578125
2022-05-02 13:52:00,4132.6474609375
2022-05-02 13:53:00,4133.902587890625
2022-05-02 13:54:00,4135.4023437499745
2022-05-02 13:55:00,4134.777465820325
2022-05-02 13:56:00,4135.85986328125
2022-05-02 13:57:00,4141.2600097656505
2022-05-02 13:58:00,4141.2149658203
2022-05-02 13:59:00,4139.10009765625
2022-05-02 14:00:00,4136.10998535155
2022-05-02 14:01:00,4139.212524414075
2022-05-02 14:02:00,4136.9274902344005
2022-05-02 14:03:00,4137.392333984375
2022-05-02 14:04:00,4139.6999511718495
2022-05-02 14:05:00,4137.6075439453
2022-05-02 14:06:00,4125.277465820325
2022-05-02 14:07:00,4119.9624023437245
2022-05-02 14:08:00,4120.972534179675
2022-05-02 14:09:00,4120.117431640625
2022-05-02 14:10:00,4118.2325439453
2022-05-02 14:11:00,4121.302612304675
2022-05-02 14:12:00,4121.420043945325
2022-05-02 14:13:00,4117.984985351575
2022-05-02 14:14:00,4120.3750000000255
2022-05-02 14:15:00,4119.2351074219005
2022-05-02 14:16:00,4118.7924804687245
2022-05-02 14:17:00,4120.297607421875
2022-05-02 14:18:00,4125.445068359375
2022-05-02 14:19:00,4131.449951171875
